d_country,d_region,d_city
ar,w,corrientes
ar,w,costa
ar,w,curuzu cuatia
ar,w,el vasco
ar,w,empedrado
ar,w,esquina
ar,w,garruchos
ar,w,goya
ar,w,ifran
ar,w,ita ibate
ar,w,itati
ar,w,ituzaingo
ar,w,juan pujol
ar,w,libertador
ar,w,maria
ar,w,mercedes
ar,w,monte caseros
ar,w,paso de la patria
ar,w,paso de los libres
ar,w,perugorria
ar,w,romero
ar,w,saenz valiente
ar,w,saladas
ar,w,san luis del palmar
ar,w,san nicolas
ar,w,santa ana
ar,w,santo tome
ar,w,socorro
ar,x,achiras
ar,x,adelia maria
ar,x,agua de oro
ar,x,alejandro roca
ar,x,alejo ledesma
ar,x,alicia
ar,x,almafuerte
ar,x,alta gracia
ar,x,alto alegre
ar,x,alto de san pedro
ar,x,altos de chipion
ar,x,anisacate
ar,x,arias
ar,x,arroyito
ar,x,arroyo algodon
ar,x,arroyo cabral
ar,x,ausonia
ar,x,bajo grande
ar,x,ballesteros
ar,x,balnearia
ar,x,bell ville
ar,x,berrotaran
ar,x,bialet masse
ar,x,brinkmann
ar,x,calchin
ar,x,camilo aldao
ar,x,canals
ar,x,capilla del monte
ar,x,carnerillo
ar,x,cavanagh
ar,x,charras
ar,x,chazon
ar,x,colonia caroya
ar,x,colonia tirolesa
ar,x,concepcion
ar,x,cordoba
ar,x,coronel baigorria
ar,x,coronel moldes
ar,x,corral de bustos
ar,x,corralito
ar,x,cosquin
ar,x,costa sacate
ar,x,cruz alta
ar,x,cruz del eje
ar,x,dalmacio velez sarsfield
ar,x,dean funes
ar,x,del campillo
ar,x,despenaderos
ar,x,devoto
ar,x,dumesnil
ar,x,el aranado
ar,x,el fortin
ar,x,el pampero
ar,x,el puente
ar,x,el tala
ar,x,el tio
ar,x,elena
ar,x,embalse
ar,x,etruria
ar,x,ferreyra
ar,x,finca la dorotea
ar,x,freyre
ar,x,general baldissera
ar,x,general cabrera
ar,x,general deheza
ar,x,general levalle
ar,x,general roca
ar,x,graciela
ar,x,guatimozin
ar,x,hernando
ar,x,huanchilla
ar,x,huinca renanco
ar,x,idiazabal
ar,x,inriville
ar,x,isla verde
ar,x,italo
ar,x,james craik
ar,x,jesus maria
ar,x,jose de la quintana
ar,x,jovita
ar,x,juarez celman
ar,x,justiniano posse
ar,x,la calera
ar,x,la carlota
ar,x,la cesira
ar,x,la cumbre
ar,x,la francia
ar,x,la granja
ar,x,la mercantil
ar,x,la palestina
ar,x,la para
ar,x,la playosa
ar,x,la quintana
ar,x,laborde
ar,x,laboulaye
ar,x,laguna larga
ar,x,las acequias
ar,x,las arrias
ar,x,las calles
ar,x,las canadas
ar,x,las heras
ar,x,las junturas
ar,x,las perdices
ar,x,las varas
ar,x,las varillas
ar,x,leones
ar,x,los chanaritos
ar,x,los cocos
ar,x,los condores
ar,x,los sauces
ar,x,los surgentes
ar,x,los troncos
ar,x,luque
ar,x,malagueno
ar,x,malvinas argentinas
ar,x,manfredi
ar,x,marcos juarez
ar,x,marull
ar,x,mendiolaza
ar,x,mina clavero
ar,x,miramar
ar,x,molinos
ar,x,monte buey
ar,x,monte cristo
ar,x,monte de los gauchos
ar,x,monte maiz
ar,x,morrison
ar,x,morteros
ar,x,noetinger
ar,x,oliva
ar,x,oncativo
ar,x,ordonez
ar,x,pampayasta norte
ar,x,pascanas
ar,x,pilar
ar,x,portena
ar,x,pozo del molle
ar,x,quebracho herrado
ar,x,quilino
ar,x,ramirez
ar,x,rio ceballos
ar,x,rio cuarto
ar,x,rio hondo
ar,x,rio primero
ar,x,rio segundo
ar,x,rio tercero
ar,x,sacanta
ar,x,saldan
ar,x,salsipuedes
ar,x,sampacho
ar,x,san agustin
ar,x,san antonio de arredondo
ar,x,san antonio de litin
ar,x,san basilio
ar,x,san francisco
ar,x,san marcos sud
ar,x,sanabria
ar,x,santa eufemia
ar,x,santa maria de punilla
ar,x,santa rosa de calamuchita
ar,x,santa rosa de rio primero
ar,x,serrano
ar,x,sinsacate
ar,x,tala canada
ar,x,tancacha
ar,x,tanti
ar,x,ticino
ar,x,tio pujio
ar,x,toledo
ar,x,transito
ar,x,ucacha
ar,x,unquillo
ar,x,valle hermoso
ar,x,viamonte
ar,x,vicuna mackenna
ar,x,villa allende
ar,x,villa ascasubi
ar,x,villa carlos paz
ar,x,villa cura brochero
ar,x,villa de maria
ar,x,villa de soto
ar,x,villa del dique
ar,x,villa del rosario
ar,x,villa del totoral
ar,x,villa dolores
ar,x,villa general belgrano
ar,x,villa giardino
ar,x,villa huidobro
ar,x,villa maria
ar,x,villa nueva
ar,x,villa rumipal
ar,x,villa valeria
ar,y,abra pampa
ar,y,aguas calientes
ar,y,caimancito
ar,y,calilegua
ar,y,candelaria
ar,y,el brete
ar,y,el carmen
ar,y,fraile pintado
ar,y,humahuaca
ar,y,la esperanza
ar,y,la mendieta
ar,y,la quiaca
ar,y,la toma
ar,y,la union
ar,y,lagunas
ar,y,ledesma
ar,y,lib gral san martin
ar,y,maimara
ar,y,merco
ar,y,palo blanco
ar,y,palpala
ar,y,perico
ar,y,potrero
ar,y,reyes
ar,y,rio negro
ar,y,san francisco
ar,y,san juan de dios
ar,y,san lorenzo
ar,y,san pedro
ar,y,san salvador de jujuy
ar,y,san vicente
ar,y,santa ana
ar,y,santa clara
ar,y,susques
ar,y,talar
ar,y,tilcara
ar,z,?
ar,z,caleta olivia
ar,z,el calafate
ar,z,el chalten
ar,z,el paso
ar,z,fitz roy
ar,z,gobernador gregores
ar,z,las heras
ar,z,los antiguos
ar,z,perito moreno
ar,z,pico truncado
ar,z,puerto deseado
ar,z,puerto san julian
ar,z,puerto santa cruz
ar,z,rio gallegos
ar,z,rio turbio
as,?,?
as,no,pago pago
at,1,andau
at,1,apetlon
at,1,bad sauerbrunn
at,1,bad tatzmannsdorf
at,1,bernstein
at,1,breitenbrunn
at,1,deutsch jahrndorf
at,1,deutsch kaltenbrunn
at,1,deutsch schutzen
at,1,deutschkreutz
at,1,donnerskirchen
at,1,drassburg
at,1,drassmarkt
at,1,eberau
at,1,edelstal
at,1,eisenstadt
at,1,eltendorf
at,1,forchtenstein
at,1,frauenkirchen
at,1,gattendorf
at,1,gerersdorf bei gussing
at,1,gols
at,1,grosshoflein
at,1,grosspetersdorf
at,1,grosswarasdorf
at,1,gussing
at,1,halbturn
at,1,hannersdorf
at,1,heiligenkreuz im lafnitztal
at,1,hirm
at,1,horitschon
at,1,hornstein
at,1,illmitz
at,1,jennersdorf
at,1,jois
at,1,kaisersdorf
at,1,kemeten
at,1,kittsee
at,1,klingenbach
at,1,kobersdorf
at,1,kohfidisch
at,1,konigsdorf
at,1,krensdorf
at,1,kukmirn
at,1,lackenbach
at,1,lackendorf
at,1,landsee
at,1,litzelsdorf
at,1,lockenhaus
at,1,lutzmannsburg
at,1,mannersdorf an der rabnitz
at,1,mariasdorf
at,1,markt allhau
at,1,markt neuhodis
at,1,markt st. martin
at,1,marz
at,1,mattersburg
at,1,minihof-liebau
at,1,mischendorf
at,1,mogersdorf
at,1,monchhof
at,1,morbisch am see
at,1,mullendorf
at,1,neckenmarkt
at,1,neudorf
at,1,neudorfl
at,1,neufeld an der leitha
at,1,neuhaus am klausenbach
at,1,neusiedl am see
at,1,neutal
at,1,nickelsdorf
at,1,nikitsch
at,1,oberloisdorf
at,1,oberpullendorf
at,1,oberschutzen
at,1,oberwart
at,1,oggau am neusiedler see
at,1,olbendorf
at,1,ollersdorf im burgenland
at,1,oslip
at,1,pama
at,1,pamhagen
at,1,parndorf
at,1,pilgersdorf
at,1,pinkafeld
at,1,piringsdorf
at,1,podersdorf am see
at,1,pottsching
at,1,potzneusiedl
at,1,purbach am neusiedler see
at,1,rattersdorf
at,1,rechnitz
at,1,riedlingsdorf
at,1,ritzing
at,1,rohrbach bei mattersburg
at,1,rotenturm an der pinka
at,1,rudersdorf
at,1,rust
at,1,sankt andra am zicksee
at,1,sankt martin an der raab
at,1,sankt michael im burgenland
at,1,schachendorf
at,1,schattendorf
at,1,schutzen am gebirge
at,1,siegendorf
at,1,sieggraben
at,1,sigless
at,1,st margarethen im burgenland
at,1,stadtschlaining
at,1,stegersbach
at,1,steinberg-dorfl
at,1,steinbrunn
at,1,stinatz
at,1,stoob
at,1,strem
at,1,tadten
at,1,trausdorf an der wulka
at,1,unterkohlstatten
at,1,unterpullendorf
at,1,unterrabnitz
at,1,wallern im burgenland
at,1,weiden am see
at,1,weiden bei rechnitz
at,1,weppersdorf
at,1,wiesen
at,1,wimpassing an der leitha
at,1,winden am see
at,1,wolfau
at,1,wulkaprodersdorf
at,1,zemendorf
at,1,zillingtal
at,1,zurndorf
at,2,afritz
at,2,althofen
at,2,arnoldstein
at,2,arriach
at,2,bad bleiberg
at,2,bad eisenkappel
at,2,bad kleinkirchheim
at,2,bad sankt leonhard im lavantta
at,2,baldramsdorf
at,2,berg im drautal
at,2,birnbaum
at,2,bleiburg
at,2,bodensdorf
at,2,bruckl
at,2,dellach
at,2,dellach im drautal
at,2,deutsch griffen
at,2,diex
at,2,dobriach
at,2,drobollach am faaker see
at,2,ebene reichenau
at,2,ebenthal
at,2,eberndorf
at,2,eberstein
at,2,eisentratten
at,2,eitweg
at,2,ettendorf
at,2,faak am see
at,2,feistritz an der drau
at,2,feistritz an der gail
at,2,feistritz im rosental
at,2,feld am see
at,2,feldkirchen in karnten
at,2,ferlach
at,2,ferndorf
at,2,finkenstein
at,2,flattach
at,2,frantschach
at,2,fresach
at,2,friesach
at,2,furnitz
at,2,gallizien
at,2,glan
at,2,glanegg
at,2,globasnitz
at,2,glodnitz
at,2,gmund
at,2,gnesau
at,2,godersdorf
at,2,gortschach
at,2,grades
at,2,grafenstein
at,2,gratschach
at,2,greifenburg
at,2,griffen
at,2,grosskirchheim
at,2,gummern
at,2,gundersheim
at,2,gurk
at,2,guttaring
at,2,haimburg
at,2,heiligenblut
at,2,hermagor
at,2,himmelberg
at,2,huttenberg
at,2,irschen
at,2,jenig
at,2,kappel am krappfeld
at,2,keutschach
at,2,kirchbach
at,2,klagenfurt am worthersee
at,2,klagenfurt-viktring
at,2,klagenfurt-wolfnitz
at,2,klein st. paul
at,2,knappenberg
at,2,kostenberg
at,2,kotschach-mauthen
at,2,kottmannsdorf
at,2,kraig
at,2,kremsbrucke
at,2,kreuth
at,2,krumpendorf
at,2,kuhnsdorf
at,2,latschach
at,2,launsdorf
at,2,lavamund
at,2,ledenitzen
at,2,lendorf
at,2,liebenfels
at,2,lieserbrucke
at,2,liesing
at,2,lind im drautal
at,2,lolling
at,2,ludmannsdorf
at,2,mallnitz
at,2,malta
at,2,maria elend
at,2,maria luggau
at,2,maria rain
at,2,maria rojach
at,2,maria saal
at,2,maria worth
at,2,meiselding
at,2,metnitz
at,2,micheldorf
at,2,miklauzhof
at,2,millstatt
at,2,mittertrixen
at,2,moosburg
at,2,mortschach
at,2,muhldorf
at,2,neuhaus
at,2,notsch
at,2,oberdrauburg
at,2,obervellach
at,2,ossiach
at,2,patergassen
at,2,paternion
at,2,penk
at,2,pischeldorf
at,2,poggersdorf
at,2,portschach am worther see
at,2,prebl
at,2,preitenegg
at,2,pusarnitz
at,2,pustritz
at,2,radenthein
at,2,rangersdorf
at,2,reichenfels
at,2,reifnitz
at,2,reisach
at,2,rennweg
at,2,riegersdorf
at,2,rosegg
at,2,rosenbach
at,2,rothenthurn
at,2,ruden
at,2,sachsenburg
at,2,sattendorf
at,2,schiefling
at,2,seeboden
at,2,sirnitz
at,2,spittal an der drau
at,2,st egyden
at,2,st georgen im gailtal
at,2,st georgen im lavanttal
at,2,st lorenzen im lesachtal
at,2,st margarethen im lavanttal
at,2,st martin am techelsberg
at,2,st michael ob bleiburg
at,2,st primus
at,2,st salvator
at,2,st stefan
at,2,st urban
at,2,st. andra
at,2,st. jakob im rosental
at,2,st. kanzian am klopeiner see
at,2,st. margareten im rosental
at,2,st. michael
at,2,st. paul im lavanttal
at,2,stall
at,2,steindorf am ossiacher see
at,2,steinfeld
at,2,stockenboi
at,2,strassburg
at,2,strau
at,2,tainach
at,2,thorl-maglern-greuth
at,2,trebesing
at,2,treffen
at,2,twimberg
at,2,unterbergen
at,2,velden am worther see
at,2,villach
at,2,villach-sankt magdalen
at,2,vorderberg
at,2,weissbriach
at,2,weissensee
at,2,weissenstein
at,2,weitensfeld
at,2,wernberg
at,2,wieting
at,2,winklern
at,2,wolfsberg
at,2,zandlach
at,2,zlan
at,2,zweinitz
at,3,absdorf
at,3,achau
at,3,aggsbach markt
at,3,aggsbach-dorf
at,3,aigen
at,3,alland
at,3,allentsteig
at,3,allhartsberg
at,3,altenburg
at,3,altenmarkt-thenneberg
at,3,altenworth
at,3,altlengbach
at,3,altlichtenwarth
at,3,ameis
at,3,amstetten
at,3,angern an der march
at,3,annaberg
at,3,arbesbach
at,3,ardagger
at,3,artstetten
at,3,aschbach-markt
at,3,aspang
at,3,asparn an der zaya
at,3,asperhofen
at,3,atzenbrugg
at,3,auersthal
at,3,bad deutsch-altenburg
at,3,bad erlach
at,3,bad fischau
at,3,bad grosspertholz
at,3,bad pirawarth
at,3,bad voslau
at,3,baden
at,3,behamberg
at,3,berndorf
at,3,bernhardsthal
at,3,biedermannsdorf
at,3,bisamberg
at,3,bischofstetten
at,3,blindenmarkt
at,3,blumau
at,3,bockfliess
at,3,boheimkirchen
at,3,bohlerwerk
at,3,brand
at,3,breitenau
at,3,breitenfurt bei wien
at,3,breitenstein
at,3,breitenwaida
at,3,bromberg
at,3,bruck an der leitha
at,3,brunn am gebirge
at,3,brunn an der wild
at,3,brunnrotte
at,3,deutsch-brodersdorf
at,3,deutsch-wagram
at,3,dietmanns
at,3,dobermannsdorf
at,3,dobersberg
at,3,dorfstetten
at,3,drasenhofen
at,3,drosendorf an der thaya
at,3,drosing
at,3,durnkrut
at,3,durnstein
at,3,ebenfurth
at,3,ebenthal
at,3,ebergassing
at,3,ebreichsdorf
at,3,echsenbach
at,3,eckartsau
at,3,edlitz
at,3,eggenburg
at,3,eggendorf
at,3,eggendorf im thale
at,3,eggern
at,3,eichgraben
at,3,eisgarn
at,3,emmersdorf an der donau
at,3,engelhartstetten
at,3,ennsdorf
at,3,enzersdorf im thale
at,3,enzersfeld
at,3,enzesfeld-lindabrunn
at,3,erlauf
at,3,ernstbrunn
at,3,ernsthofen
at,3,ertl
at,3,eschenau
at,3,etsdorf am kamp
at,3,euratsfeld
at,3,falkenstein
at,3,feistritz am wechsel
at,3,felixdorf
at,3,fels am wagram
at,3,ferschnitz
at,3,feuersbrunn
at,3,fischamend
at,3,frankenfels
at,3,franzen
at,3,frattingsdorf
at,3,freiland
at,3,friedersbach
at,3,furth bei gottweig
at,3,gaaden
at,3,gablitz
at,3,gaming
at,3,gansbach
at,3,ganserndorf
at,3,gars am kamp
at,3,gastern
at,3,gaweinstal
at,3,gedersdorf
at,3,geras
at,3,gerasdorf
at,3,getzersdorf
at,3,gfohl
at,3,giesshubl
at,3,glaubendorf
at,3,gloggnitz
at,3,gmund
at,3,gnadendorf
at,3,gollersdorf
at,3,golling
at,3,gopfritz an der wild
at,3,gosing am wagram
at,3,gosing an der mariazeller bahn
at,3,gostling an der ybbs
at,3,gostritz
at,3,gottlesbrunn
at,3,gotzendorf an der leitha
at,3,grafenschlag
at,3,grafenworth
at,3,grainbrunn
at,3,gramatneusiedl
at,3,greifenstein
at,3,gresten
at,3,grimmenstein
at,3,gross gerungs
at,3,gross sierning
at,3,gross-enzersdorf
at,3,gross-schweinbarth
at,3,gross-siegharts
at,3,grossau
at,3,grossebersdorf
at,3,grossengersdorf
at,3,grossgottfritz
at,3,grossharras
at,3,grossheinrichschlag
at,3,grosskrut
at,3,grossmeiseldorf
at,3,grossmugl
at,3,grossriedenthal
at,3,grossrussbach
at,3,grossschonau
at,3,grossweikersdorf
at,3,grunbach am schneeberg
at,3,gumpoldskirchen
at,3,gunselsdorf
at,3,guntersdorf
at,3,guntramsdorf
at,3,gutenbrunn
at,3,gutenstein
at,3,haag
at,3,hadersdorf am kamp
at,3,hadres
at,3,hafnerbach
at,3,haidershofen
at,3,hainburg an der donau
at,3,hainfeld
at,3,haitzendorf
at,3,hardegg
at,3,haringsee
at,3,harmannsdorf
at,3,haugsdorf
at,3,hausbrunn
at,3,hauskirchen
at,3,hausleiten
at,3,hausmening
at,3,heidenreichstein
at,3,heiligenkreuz
at,3,hennersdorf
at,3,herrnbaumgarten
at,3,herzogenburg
at,3,himberg
at,3,hinterbruhl
at,3,hintersdorf
at,3,hirschbach
at,3,hirtenberg
at,3,hochneukirchen
at,3,hochwolkersdorf
at,3,hof am leithaberge
at,3,hoflein
at,3,hoflein an der donau
at,3,hofstetten
at,3,hohenau
at,3,hohenberg
at,3,hoheneich
at,3,hohenruppersdorf
at,3,hohenwarth
at,3,hollabrunn
at,3,hollenburg
at,3,hollenstein an der ybbs
at,3,hollenthon
at,3,horn
at,3,hotzelsdorf
at,3,hurm
at,3,idolsberg
at,3,immendorf
at,3,innermanzing
at,3,irnfritz
at,3,jagenbach
at,3,japons
at,3,jedenspeigen
at,3,jetzelsdorf
at,3,judenau
at,3,kaltenleutgeben
at,3,kammersdorf
at,3,kapelln
at,3,karlstetten
at,3,karlstift
at,3,karnabrunn
at,3,kasten bei boheimkirchen
at,3,katzelsdorf
at,3,kaumberg
at,3,kautzen
at,3,kematen
at,3,kemmelbach
at,3,kernhof
at,3,kettlasbrunn
at,3,kienberg
at,3,kilb
at,3,kirchberg am wagram
at,3,kirchberg am walde
at,3,kirchberg am wechsel
at,3,kirchberg an der pielach
at,3,kirchberg an der wild
at,3,kirchschlag in der buckligen
at,3,kirchstetten
at,3,kirnberg an der mank
at,3,klausen-leopoldsdorf
at,3,klein-neusiedl
at,3,klein-pochlarn
at,3,kleinzell
at,3,klosterneuburg
at,3,konigsbrunn am wagram
at,3,konigstetten
at,3,korneuburg
at,3,kottes
at,3,kottingbrunn
at,3,krems an der donau
at,3,kritzendorf
at,3,krumau am kamp
at,3,krumbach
at,3,krummnussbaum
at,3,kub
at,3,laa an der thaya
at,3,laab im walde
at,3,laaben
at,3,lackenhof
at,3,ladendorf
at,3,laimbach am ostrong
at,3,langau
at,3,langegg
at,3,langenlebarn-oberaigen
at,3,langenlois
at,3,langenrohr
at,3,langenzersdorf
at,3,langschlag
at,3,lanzenkirchen
at,3,lassee
at,3,laxenburg
at,3,leiben
at,3,leitzersdorf
at,3,lengenfeld
at,3,leobersdorf
at,3,leopoldsdorf
at,3,leopoldsdorf im marchfelde
at,3,lichtenau
at,3,lichtenegg
at,3,lichtenworth
at,3,lilienfeld
at,3,limberg
at,3,litschau
at,3,loich
at,3,loosdorf
at,3,ludweis
at,3,lunz am see
at,3,mailberg
at,3,maissau
at,3,mank
at,3,mannersdorf am leithagebirge
at,3,marbach an der donau
at,3,marchegg
at,3,marchegg bahnhof
at,3,margarethen am moos
at,3,maria ellend
at,3,maria enzersdorf
at,3,maria laach am jauerling
at,3,maria taferl
at,3,maria-anzbach
at,3,maria-lanzendorf
at,3,markgrafneusiedl
at,3,markt piesting
at,3,martinsberg
at,3,matzen
at,3,matzleinsdorf
at,3,mauer-oehling
at,3,mauerbach
at,3,mautern an der donau
at,3,melk
at,3,messern
at,3,michelbach
at,3,michelhausen
at,3,miesenbach
at,3,mistelbach
at,3,mitterarnsdorf
at,3,mitterbach
at,3,mitterndorf an der fischa
at,3,modling
at,3,monichkirchen
at,3,moosbrunn
at,3,muckendorf an der donau
at,3,muhlbach am manhartsberg
at,3,muhldorf
at,3,munchendorf
at,3,munichreith
at,3,muthmannsdorf
at,3,nagelberg
at,3,nappersdorf
at,3,nasswald
at,3,neidling
at,3,neubau
at,3,neudorf bei staatz
at,3,neuhaus
at,3,neuhofen an der ybbs
at,3,neulengbach
at,3,neumarkt an der ybbs
at,3,neunkirchen
at,3,neusiedl an der zaya
at,3,neustadtl an der donau
at,3,niederabsdorf
at,3,niederfladnitz
at,3,niederhollabrunn
at,3,niederkreuzstetten
at,3,niederleis
at,3,niedernondorf
at,3,niederrussbach
at,3,nochling
at,3,nussdorf ob der traisen
at,3,ober-grafendorf
at,3,ober-meisling
at,3,ober-piesting
at,3,obergrunbach
at,3,oberndorf an der melk
at,3,oberrohrbach
at,3,obersiebenbrunn
at,3,obersulz
at,3,oberwaltersdorf
at,3,oberweiden
at,3,oberwolbling
at,3,obritzberg
at,3,ollersbach
at,3,ollersdorf
at,3,opponitz
at,3,orth an der donau
at,3,ottenschlag
at,3,ottenthal
at,3,palterndorf
at,3,paudorf
at,3,payerbach
at,3,perchtoldsdorf
at,3,pernersdorf
at,3,pernitz
at,3,perschling
at,3,persenbeug
at,3,petronell-carnuntum
at,3,petzenkirchen
at,3,pfaffenschlag bei waidhofen
at,3,pfaffstatten
at,3,pillichsdorf
at,3,pitten
at,3,plank am kamp
at,3,pleissing
at,3,pochlarn
at,3,pottenbrunn
at,3,pottendorf
at,3,pottenstein
at,3,poysbrunn
at,3,poysdorf
at,3,prein an der rax
at,3,prellenkirchen
at,3,pressbaum
at,3,prinzendorf an der zaya
at,3,prinzersdorf
at,3,prottes
at,3,puchberg am schneeberg
at,3,puchenstuben
at,3,pulkau
at,3,purbach
at,3,purgstall
at,3,purkersdorf
at,3,pyhra
at,3,raabs an der thaya
at,3,raasdorf
at,3,rabensburg
at,3,rabenstein an der pielach
at,3,raggendorf
at,3,rainfeld
at,3,ramsau
at,3,randegg
at,3,rappottenstein
at,3,rastenfeld
at,3,ravelsbach
at,3,raxendorf
at,3,regelsbrunn
at,3,reichenau an der rax
at,3,reingers
at,3,reintal
at,3,rekawinkel
at,3,retz
at,3,ried am riederberg
at,3,riegersburg
at,3,rohr im gebirge
at,3,rohrau
at,3,rohrbach
at,3,rohrenbach
at,3,rohrendorf bei krems
at,3,roschitz
at,3,rosenau am sonntagberg
at,3,rosenau schloss
at,3,rosenburg
at,3,rossatz
at,3,ruckersdorf
at,3,ruprechtshofen
at,3,sallingberg
at,3,sankt peter in der au
at,3,sausenstein
at,3,schallaburg
at,3,scheibbs
at,3,schiltern
at,3,schleinbach
at,3,schonbach
at,3,schonberg
at,3,schonbuhel an der donau
at,3,schonkirchen-reyersdorf
at,3,schottwien
at,3,schrattenberg
at,3,schrattenthal
at,3,schrems
at,3,schwadorf
at,3,schwarzau am steinfeld
at,3,schwarzau im gebirge
at,3,schwarzenau
at,3,schwarzenbach
at,3,schwechat
at,3,schweiggers
at,3,seebenstein
at,3,seefeld
at,3,seibersdorf
at,3,seitenstetten
at,3,semmering
at,3,senftenberg
at,3,seyring
at,3,sieding
at,3,sieghartskirchen
at,3,sierndorf
at,3,sigmundsherberg
at,3,sittendorf
at,3,sitzenberg
at,3,sitzendorf an der schmida
at,3,sollenau
at,3,sommerein
at,3,spannberg
at,3,spillern
at,3,spitz
at,3,st aegyd am neuwalde
at,3,st christophen
at,3,st egyden am steinfeld
at,3,st georgen am reith
at,3,st georgen am ybbsfelde
at,3,st georgen an der leys
at,3,st leonhard am forst
at,3,st leonhard am hornerwald
at,3,st margarethen an der sierning
at,3,st martin
at,3,st martin am ybbsfelde
at,3,st oswald
at,3,st poelten-traisenpark
at,3,st. andrae-woerdern
at,3,st. johann im mauerthale
at,3,st. pantaleon
at,3,st. polten
at,3,st. valentin
at,3,st. veit an der golsen
at,3,staatz
at,3,statzendorf
at,3,steinabruckl
at,3,steinakirchen am forst
at,3,stetteldorf am wagram
at,3,stillfried
at,3,stixneusiedl
at,3,stockerau
at,3,stockern
at,3,stollhof
at,3,stossing
at,3,straning
at,3,strass im strassertale
at,3,strasshof an der nordbahn
at,3,strengberg
at,3,stronsdorf
at,3,sulz im wienerwald
at,3,tattendorf
at,3,teesdorf
at,3,ternitz
at,3,texing
at,3,thaya
at,3,thenneberg
at,3,theras
at,3,theresienfeld
at,3,thernberg
at,3,traisen
at,3,traiskirchen
at,3,traismauer
at,3,trattenbach
at,3,traunstein
at,3,trautmannsdorf an der leitha
at,3,tribuswinkel
at,3,trumau
at,3,tulbing
at,3,tulln an der donau
at,3,tullnerbach-lawies
at,3,turnitz
at,3,ulmerfeld
at,3,ulrichskirchen
at,3,unterretzbach
at,3,untersiebenbrunn
at,3,unterstinkenbrunn
at,3,untertullnerbach
at,3,unterwaltersdorf
at,3,velm-gotzendorf
at,3,viehdorf
at,3,vitis
at,3,vosendorf
at,3,waidhofen an der thaya
at,3,waidhofen an der ybbs
at,3,wald
at,3,waldegg
at,3,waldenstein
at,3,waldhausen
at,3,waldkirchen an der thaya
at,3,wallsee
at,3,wampersdorf
at,3,wang
at,3,warth
at,3,wartmannstetten
at,3,weikendorf
at,3,weikertschlag an der thaya
at,3,weissenbach an der triesting
at,3,weissenkirchen in der wachau
at,3,weistrach
at,3,weiten
at,3,weitersfeld
at,3,weitra
at,3,wiener neudorf
at,3,wiener neustadt
at,3,wienerbruck
at,3,wieselburg
at,3,wiesmath
at,3,wildendurnbach
at,3,wilfersdorf
at,3,wilfleinsdorf
at,3,wilhelmsburg
at,3,willendorf
at,3,wimpassing im schwarzatale
at,3,windigsteig
at,3,winzendorf
at,3,wipfing
at,3,wolfsbach
at,3,wolfsgraben
at,3,wolfsthal
at,3,wolkersdorf im weinviertel
at,3,wollersdorf
at,3,wullersdorf
at,3,wulzeshofen
at,3,wurmla
at,3,wurnitz
at,3,ybbs an der donau
at,3,ybbsitz
at,3,yspertal
at,3,zeillern
at,3,zeiselmauer
at,3,zellerndorf
at,3,ziersdorf
at,3,zissersdorf
at,3,zistersdorf
at,3,zobern
at,3,zobing
at,3,zwentendorf an der donau
at,3,zwettl
at,3,zwingendorf
at,3,zwolfaxing
at,4,abwinden
at,4,adlwang
at,4,aigen im muhlkreis
at,4,aistersheim
at,4,alberndorf in der riedmark
at,4,alkoven
at,4,allhaming
at,4,altenberg bei linz
at,4,altenfelden
at,4,altenhof
at,4,altenhof am hausruck
at,4,altheim
at,4,altmunster
at,4,altschwendt
at,4,ampflwang
at,4,andorf
at,4,andrichsfurt
at,4,ansfelden
at,4,antiesenhofen
at,4,arbing
at,4,arnreit
at,4,aschach an der donau
at,4,aschach an der steyr
at,4,aspach
at,4,asten
at,4,attersee
at,4,attnang-puchheim
at,4,atzbach
at,4,au an der donau
at,4,auerbach
at,4,aurolzmunster
at,4,baching
at,4,bachmanning
at,4,bad goisern am hallstaettersee
at,4,bad hall
at,4,bad ischl
at,4,bad kreuzen
at,4,bad leonfelden
at,4,bad schallerbach
at,4,bad wimsbach-neydharting
at,4,bad zell
at,4,baumgarten
at,4,baumgartenberg
at,4,bernedt
at,4,braunau am inn
at,4,breitenaich
at,4,breitenschutzing
at,4,brunnenthal
at,4,buchkirchen
at,4,burgkirchen
at,4,desselbrunn
at,4,diersbach
at,4,dietach
at,4,dietraching
at,4,dimbach
at,4,doppl
at,4,dorf an der pram
at,4,ebensee
at,4,eberschwang
at,4,eberstalzell
at,4,eferding
at,4,eggelsberg
at,4,eggendorf im traunkreis
at,4,eggerding
at,4,engelhartszell
at,4,engerwitzdorf
at,4,enns
at,4,enzenkirchen
at,4,esternberg
at,4,feldkirchen an der donau
at,4,feldkirchen bei mattighofen
at,4,fornach
at,4,forst
at,4,frankenburg am hausruck
at,4,frankenmarkt
at,4,franking
at,4,freinberg
at,4,freistadt
at,4,freundorf
at,4,friedburg
at,4,furth
at,4,furtpoint
at,4,gaflenz
at,4,gallneukirchen
at,4,gallspach
at,4,gampern
at,4,garsten
at,4,gaspoltshofen
at,4,gasteig
at,4,geboltskirchen
at,4,geiersberg
at,4,geinberg
at,4,geretsberg
at,4,gilgenberg am weilhart
at,4,gmunden
at,4,goldworth
at,4,gosau
at,4,gramastetten
at,4,grausgrub
at,4,grein
at,4,grieskirchen
at,4,grossraming
